Name,Description,Note,Created,Last edited time,length,Created by,Days
我們在人際關係中遭遇困難、找不到出口的時候，首先要「傾聽更大的共同體之聲」。,《被討厭的勇氣：自我啟發之父「阿德勒」的教導》,,"May 20, 2022 3:37 PM","May 20, 2022 3:37 PM",38,imac-fly,0
"時間是一種秩序的形式而非用來衡量的尺度，它是一種安排，使事物之間形成關係。","《計時簡史》",,"March 1, 2023 11:28 AM","March 1, 2023 11:28 AM",39,imac-fly,0
"在一段關係裡面，付出心意的人必須受苦，所以只要不說話，這個緣分就不會開啟。","《心安的練習：一位麻醉醫師的人間修行》",,"February 25, 2023 8:05 AM","February 25, 2023 8:05 AM",39,imac-fly,0
「傳承」（與領導力）必須在一段關係中，放棄父母對年幼孩子的那種掌控，學習放手。,"《哈佛教你幸福一輩子》",,"January 30, 2023 7:13 PM","April 26, 2023 7:52 PM",39,imac-fly,86
"聲音生態學關心的對象是聲音與所在環境的關係，有害的失衡關係就稱為噪音汙染。","《聽見聲音的地景》",,"January 24, 2023 8:39 PM","January 24, 2023 8:39 PM",39,imac-fly,0
黨有計劃地破壞家庭關係，但是給黨的領導人所起的稱呼又是直接打動家庭感情的稱呼。,《一九八四》,,"October 15, 2022 1:10 PM","April 26, 2023 7:53 PM",39,imac-fly,193
透過拉近與恐懼的關係，得以近距離檢視自己害怕的事之後，她終於得到一些有利資訊。,《僧人心態》,,"October 1, 2022 3:14 PM","April 5, 2023 5:28 PM",39,imac-fly,186
要擁有融洽的伴侶關係，並非找到可以讓你快樂的人，而是你願意努力讓你愛的人高興。,《你要如何衡量你的人生？（全新增訂版）》,,"July 12, 2022 7:26 PM","July 12, 2022 7:26 PM",39,imac-fly,0
端看我們的成長能力，即端看我們能否在與世界和與自己的關係中，發展出創造性取向。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"June 26, 2022 1:12 PM","April 5, 2023 5:28 PM",39,imac-fly,283
壓力來自於生活中的三個基本層面：人際關係、組織活動，以及與物質世界產生的互動。,《太空旅行指南：從宇宙現象、天體環境、生理準備到心理調適》,,"May 17, 2022 10:44 AM","May 17, 2022 10:44 AM",39,imac-fly,0
我對小說不感興趣，裡面的人際關係太過複雜，而且我實在不記得事情發生的先後順序。,《火星上的人類學家》,,"May 13, 2022 8:39 AM","May 13, 2022 8:39 AM",39,imac-fly,0
是徹底改變了自己，包含自我對話、情緒覺察、自我形象、人際關係及社會支持系統等。,《心理防衛：壓抑、投射、成癮……我們用傷人傷己的方式保護自己嗎？》,,"April 24, 2022 7:48 AM","April 5, 2023 5:28 PM",39,imac-fly,346
"夢形成機制最偏愛的邏輯關係只有一種，即相似、一致或是接近關係，亦即恰似關係。","《夢的解析》",,"March 2, 2023 8:36 PM","March 2, 2023 8:36 PM",40,imac-fly,0
"如果人們在人際關係裡覺得有安全感，就會慢慢地更放得開，對彼此也比較不會防衛。","《原生家庭療法》",,"February 28, 2023 2:05 PM","February 28, 2023 2:05 PM",40,imac-fly,0
"像演算法一樣決策的好處在於它聚焦在因果關係上，從而有助於培養真正的創意擇優。","《原則》",,"February 2, 2023 2:21 PM","February 2, 2023 2:21 PM",40,imac-fly,0
"要了解自由主義的極限，關鍵在於分辨清楚它和國族主義與現實主義之間的關係。

","《大幻象》
",,"January 2, 2023 4:07 PM","January 2, 2023 4:07 PM",40,imac-fly,0
「自然」不是人的活動所加諸的對象，而是在人的否定性辯證活動中共同構成主體際關係。,《內在他者：莊子．尼采》,,"November 28, 2022 10:41 PM","April 26, 2023 7:53 PM",40,imac-fly,148
亞斯伯格症患者要提醒自己盡量在人際關係上放輕鬆，避免因挫折而產生焦慮症與憂慮症。,《依然真摯與忠誠》,,"November 24, 2022 12:40 PM","April 5, 2023 9:17 AM",40,imac-fly,131
找到愛情並繁衍後代＝使用Tinder之類的手機交友軟體；與他人建立關係＝滑臉書。,《原子習慣》,,"June 11, 2022 10:33 PM","April 26, 2023 1:25 PM",40,imac-fly,318
關係深邃，雙方各有活潑和強壯的生命力。這是愛的果實，也是愛賴以被辨識出來的標誌。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"May 21, 2022 6:07 AM","May 21, 2022 6:07 AM",40,imac-fly,0
際關係分為「工作的任務」「交友的任務」以及「愛的任務」三項，統稱為「人生任務」。,《被討厭的勇氣：自我啟發之父「阿德勒」的教導》,,"April 26, 2022 11:32 PM","April 26, 2022 11:32 PM",40,imac-fly,0
